1::George Lucas::420
3534511::Gus MacDonald::2101
3534634::Madelyn Darrow::3549
3534671::Brendan Fay::3468
3535488::Tori Bridges::3326
3535691::Ray Didsbury::1294
3536072::Roman Cisneros::31
3536271::Ken Porter::723
3538307::Mark Zingale::3502
3538874::Sharon Kaough::3760
3538940::Jim Jacobs::3634
3539610::Buddy Bryan::914|2874
3540125::Jennifer Watson-Johnston::3728
3541125::Mihai Barangă::2994
3541252::Massimo Randisi::3089
3541271::Kelly Johnson::2275
3542229::Audre Johnston::2145
3542847::Whit Vernon::2308
3543839::Mike Pont::1285
3543840::Sylvia Tobias::1285
3544556::Stephen Emirzian::1302
3545081::Bill Mosley::459
3545082::Debbie Dedo::459
3545085::Michele Hawk::459
3545706::Matthew Fonda::1503
3546206::Tracy Byrd::513
3546208::Frank Trimble::513
3546209::Kevin Scott Warner::513
3546212::Doug Chambers::513
3546213::Ralph Corley::513
3546215::Jim David::513
3547190::Bob Pepper::2580
3547506::Martin Aylett::2054
3547856::Ken Buhay::2264
3547863::Jessica Jickels::2264
3547875::Sylvain Demers::2264
3548188::J. Cabin Joe::3414
3548943::Phyllis Hamlin::2350
3548945::Jeff MacGregor::2350|3033
3548947::Anthony "Wink" Atkinson::2350
3548948::Deidre Harris::2350
3549420::Lowell Conrad::2978
3549422::Rumina Abadjieva::2978
3549438::Steve Richard::2978
3549443::Glen Peloso::2978|3795
3551746::Elizabeth Brimilcombe::1241
3554632::Chaylee Worrall::1904
3554633::Denise Morgan::1904
3554634::David Latham::1904
3554635::Reggie Harris::1904
3554636::Shoshana Ami::1904
3554637::Tiffany Sampson::1904
3554639::Brandon Boey::1904
3554641::Claire Ritchie::1904
3554642::Herbie Duarte::562|1904
3554826::Kathleen Beaton::550
3555420::Chris Caldwell::2237
3558604::Jan Fawcett::1694
3558928::Debra Riessen::1098
3559016::Ben Frain::2336
3559037::Liz Giles::2336
3559040::Edward Purver::2336
3559090::Nance Robbins::1098
3559639::Marion Hanania::2705
3560372::Cody Gill::20
3561943::Karine Foviau::645
3561983::Marty Pistone::1376
3562014::Matt Nover::424
3562018::George Raveling::424
3562020::Kevin Walker::424
3562021::Steve Guild::424
3562022::Mitchell Butler::424
3562023::Phil Glenn::424
3562024::Dwayne Hackett::424
3562025::Byron Jenson::424
3562026::Richard Petruska::424
3562027::Dennis Tracey::424
3562028::Sean Williams::424
3562036::Todd Donoho::424
3562037::Qiana Petty::424
3562038::Alicia N. Jones::424
3562040::Britney Mitchell::424
3562043::Dorothy McCann::424
3562045::Siv Svendsen::424
3562047::Wayne K. LeBeaux::424
3562052::Eric Harmon::424
3562053::James Jackson::424
3562057::Michael Johnson::424
3562058::André L. Jones::424
3562094::George D. Lynch III::2152
3562506::Gail Curtis::873
3564288::Juan Cruz::359
3564294::Hyunsoo Lee::3115
3565241::Adam Barker::1722
3565759::Briahnna Odom::351
3565760::Ashley Taylor Walls::351
3565769::Bryan A. Robinson::351
3566362::Yoima::2489
3566367::Nicky Hart::2489
3566368::Jack Michie::2489
3566369::Aviva Kastner::2489
3566375::Fabrizio Lombardo::2489
3566376::Jimena Garay::2489
3566377::Lila::2489
3566378::Patricia Mendi::2489
3566379::Wendell Calton::2489
3566380::Andrés Sánchez::2489
3566382::Juan González Gómez::2489
3566384::Hans Schiff::2489
3566388::Mario Nerlich::2489
3566393::Josefa Bastilda Castejón::2489
3566394::Ignacio Plaza Ponce::2489
3566396::Pepe Núñez::2489
3566754::Klmberly Roper::464
3566976::Bill Brownstein::2570
3567574::Tera Bonilla::3830
3567575::Pete Curry::3830
3567576::James Lester::3830
3567577::Mark Edgar Stephens::3830
3567578::Andrew McKay::3830
3567579::Danny Brewingtion::3830
3567580::John Willford::3830
3567581::Marisa Swain::3830
3568241::Chris Hale::3556
3568244::Susan Sybersma::3556
3568246::Sheyla Molho::3556
3568248::Ashley Ainsworth::3556
3568250::Mackenzie Lawrenz::3556
3568774::Fritz Hollings::100
3569096::Guenevere Rodriguez::3617
3569728::Richard Francese::2296
3570225::Barby Garcia::1038
3570227::Dennis W. Zerull::1038
3570444::Tracie Jade::1706
3571074::Michelle Bowman::2515
3571340::Shane Steiner::2385
3571347::Jean Donatto::2385
3571348::Zachary Moore::2385
3571399::Al Castellanos::2385
3573169::Luca Waldman::3824
3573746::Liberty Jean::574
3573749::Victor Anthony::3594
3573934::Kevin Hurley::2158
3575232::Heidi Weeks::3616
3575378::Christopher Lopez::2996
3575457::Claywood Sempliner::623
3575613::Chris Renna::1034
3575616::Peter Carlin::2803
3576198::Brooks Mondae::2253
3576548::Gerry Rosenthal::3078
3576734::Elizabeth Martin::562
3576793::Leo Marks::2340
3576818::Mike Brambles::99
3576820::Cookie::99
3576821::Elisa Fleiss::99
3576822::Jason Fleiss::99
3576823::Jesse Fleiss::99
3576824::Kim Fleiss::99
3576825::Paul Fleiss::99
3576826::Shannon Fleiss::99
3576827::Gabby::99
3576828::Susie Sterling::99
3576829::Jim Wakefield::99
3576942::Karyn Quackenbush::3239
3576986::Marisa Zalabak::2282
3577109::Adnan Bekir::2843
3578663::Drew Eliot::2539
3578679::Rod Rodriguez::3115
3578907::Kimberley Simms::591
3579276::David Maley::3042
3579344::Edmund Wilkinson::2996
3579798::Jennifer Robertson::2392
3580133::Hugh Walkinshaw::2114
3580135::Teresa Wilkerson Hunt::2114
3580136::Linda Nystedt::2114
3580137::Brent Beesley::2114
3580138::Ed Jackson::2114
3580446::Kevin Ash::412|847|1557
3580785::Erin Rakow::1814
3581276::Nicolette Gato::1529
3581278::Aaron Smith::1529
3581282::Tre Temperilli::1529
3581286::Petro Nicholas::1529
3581288::Peter Alexander::1529
3582940::Nancy Hess::3594
3583040::Taylor Swanson::2123
3584185::Bill Smith::2756
3585060::Chandra De Alessandro::2322
3585359::Richard Steele::725
3586224::Amy Zimmerman::2679
3586231::Bo Barron::2679
3586233::Matt Whitton::2679
3586237::Jody Napolitano::2679
3586245::Kermit Key::2679
3586246::Richard Rogers::2679
3586249::Westin Self::2679
3586698::Mark French::1429
3586717::Rachel Miller::312
3586718::Walter S. Beaver::312
3586719::Rogan Wilde::312
3586730::Francesca Mari::2539
3586731::Mickey Bruno::2539
3587708::Rose Stockton::608
3587728::Santi Formosa::3536
3587777::Russell Hunston::3824
3587784::Constant Anee::305
3587794::Jocelyne Saint-Denis::305
3587796::Pascal Mourier::305
3587797::Adrien Stahly::305
3587799::Paolo Bulgari::305
3587800::Anello Capuano::305
3587802::Gamiliana::305
3588039::Megan McCormick::3542
3589156::Michael Wilson::636
3589157::Paul B. Riley::636
3589158::Donald Mosner::636
3589160::James Mackay::636
3589161::Brook Dillon::636
3589162::Kimberly MacInnis::636
3589164::Edward Zold::636
3589165::Sean Bumgarner::636
3589166::Karl Birmingham::636
3589167::Joseph Smith::636
3589170::Damian Roberts::636
3589171::B.J. Calnor::636
3589173::Howard Pope::636
3589174::Terry B. Seiler::636
3589175::Kevin Masters::636
3589176::Robin Gurney::636
3589179::Roberto Friedman::636
3589180::Tyler Ingolin::636
3589181::Martin E. Holton::636
3589182::Jim Davis::636
3589183::Flynn Hastings::636
3589184::Eóin Waxel::636
3589185::Laurel Waco::636
3589186::Matthew Landis::636
3589187::Andrew M. Bourn::636
3589188::Peter Searle::636
3589191::Eric Dekker::636
3589235::Hernan Ruiz::2429
3590504::Kaelynn Craddick::46
3590505::Sara Craddick::46
3590507::Luis Cortés::528
3591881::Dan Carton::575
3591889::Zoë Oakes::575
3591890::Gary Johnson::575
3591901::Roberto Hernandez::575
3591902::David Iden::575
3591913::Kris Krause::575
3591914::Kyle Lewis::575
3591915::Andy Reassynder::575
3591916::Marcello Sanna-Pickett::575
3591917::Sean Wargo::575
3591918::Kenny Yee::575
3592918::Carlo Mangano::2074
3593165::Gary Briggs::1604
3594651::Dan Tedlie::2318|2766
3594654::C.S. O'Brien::2766
3594655::Nikki Liberti::2766
3594897::Tom Carey::2391
3594931::Craig Curtis::3433
3595127::Nick Gaetani::147
3595175::Annie Juneau::178
3595420::Cale Sampson::1807
3596108::Amanda::3227
3596121::Nicole Amaral::834
3596468::Sally Wilson::3551
3597156::Alex Wylding::178
3597159::Andy Delisle::178
3597160::Suzanne Desautels::178
3597161::Maximilian Devree::178
3597162::Nathalie Goguen::178
3597771::Jamie Gustis::2721
3598438::Azuki Hagino::1087
3599325::Robert A. Steffenino::2908
3600148::Donny Martino::3186
3600379::Ken Liebenson::1092
3600380::Lindy Rasmusson::1092
3600381::Eddie Dunbar::1092
3600382::Bob Sallese::1092
3600695::David Alexander::2587|3323
3600892::Chris Huvane::3950
3601179::Bill O’Boyle::1524
3601180::Murphy Larson::1524
3601297::Cassandra Brown::60
3601875::Don Wescott::608
3603778::Linda Wahl::2715
3603796::Nicole Panter::3679
3604041::Judy Alanna::1052
3604043::Diane Nignan::1052
3604046::Valérie Tolédano::1052
3604050::Suzanna Pattoni::1052
3604060::Jeanne-Marie Darblay::1052
3604063::Marjolaine DeGraeve::1052
3604068::Sophie Camus::1052
3604241::Kimberly Topper::505
3604920::Fred Gratton::2741
3604921::Dionisio::2741
3604922::Ray Brown::2741
3604927::Randall Trepagnier::2741
3604928::Rogers G. Martin::2741
3604929::Murphy Taylor::2741
3604930::Alvin D. Bailey Sr.::2741
3604931::Nat Elmore::2741
3604932::Joan Duvalle::2741
3604933::Shelton Magee::2741
3604934::Khon Reid::2741
3604935::Helen Yu-shin McKay::2741
3605792::Sabrina Artel::3046
3608574::Mike Seelig::253
3608575::Monte Montague::253
3608577::Carmen Lishman::986
3608578::Christi Hill::986
3608582::Deborah Verginella::986
3608615::Wendy Scott::1635
3608727::Marietta Elliott::900
3609711::Ron Welty::2606
3610143::Craig Hickman::1714
3610148::David Levine::1714
3610152::Ursula Ryan::1714
3610153::Adrienne Starrs::1714
3610257::Danielle Spencer::1784
3610450::Gerald McArthur::3094
3611981::David Katz::3868
3612022::Bobby Murcer::528
3612393::Kim Johnson::299
3612908::Rosario Lara::3894
3613579::Ruffian::49
3613816::Gene 'Groove' Allen::122|477|3774
3615075::Carl Low::3467
3615871::Cyprian Lerch::3484
3615872::Dominic Kahn::3484
3615874::Connie Buell::3484
3615875::Stephen Richard::3484
3615876::Amanda Goundry::3484
3615898::Malcolm Turner::3626
3616068::Reed Kirk Rahlmann::2450
3616790::Julie Zelman::2496
3618219::Kevin Calabro::1442
3618228::Jim Freeman::1442
3618852::Niamh O'Byrne::222
3620943::Ron von Gober::2546
3623080::Andy Seymour::1357
3624894::Jonathan Adler::1513
3625860::Chi Hoang Cai::1391
3625863::Gloria Hoffmann::1391
3625867::Don LaMoth::1391
3626005::Dennis Watkins::1516
3626755::Mikkel Jacobsen::2360
3628759::Ronald W. Davis::3294
3628765::Lincoln Kibbee::3294
3628766::James Galanis::3294
3628768::Tarja Leena Halinen::3294
3628769::Valerie Lukeart::3294
3628770::Jeanne Reichert::3294
3631968::Lauren B. Martin::2234
3632501::Zhou Qi::1280
3633478::Tian Guangcai::857
3633494::Ge Meiqiang::857
3634053::Ian Mall::1858
3635097::Twiggy Morgan::2626
3635614::Shaun O'Mara::3795
3635616::Daniel Taylor::3795
3636218::John Forsythe::1455
3636243::Sean Doyle::549
3636248::Peter Millard::549
3636265::Jessie Greig::549
3636503::Linda Iannella::1050
3636527::Tina Campbell::2907
3636838::Matt Beck::383
3636870::David Lloyd Nelson::2100
3637035::Ruston Harker::3370
3637036::Leslie Stolzenberger::3370
3637037::Kevin C. White::3370
3637038::Jefferson Zuma Jay Wagner::3370
3637039::Joel Daly::3370
3637040::Eric Geisreiter::3370
3637050::Reid Seibert::3370
3637052::Vic Vogt::3370
3637053::Frank Harmon::3370
3637056::Leroy R. Horn::3370
3637057::W. Wayne Arrants::3370
3637058::Judith C. Jacobs::3370
3637485::Sarah Carroll::3523
3637486::Connor Tallon::3523
3637498::Stephen Ryan::3523
3637926::Bill Pence::3002
3640207::John B. Sterling::528
3640208::Julia Paton::1468|2598
3641790::Skip Battyn::3427
3641791::Marya Henriques::3427
3641821::Colleen Thornton::3427
3642079::Kyne Sedgeman::1858
3642395::Dave Carey::3523
3642422::Daniel Sabia::3433
3642432::Jason Scura::3433
3642437::Linda Bukowski::3433
3642441::Michael MacDuff::3433
3642443::Joan Carangi::3433
3642444::Noa Scott::3433
3642451::Don Shapiro::3433
3643882::Suey Chan::1070
3645257::Bent Henningsen::2360
3645258::Poul Kajbæk::2360
3645259::Vibeke Dalset::2360
3645261::Janne Thomsen::2360
3645262::Anette Jakobsen::2360
3645264::Poul Petersen::2360
3645265::Gulli Sejrsen::2360
3645266::Vibeke Kaiser::2360
3645267::John Johnsen::2360
3645268::Dan Eilertsen::2360
3645270::Kate Goldschmidt::2360
3645272::Jens Nørring::2360
3645273::Maria Myrgård::2360
3645274::Stig Poul Hansen::2360
3645278::René::2360
3645280::Christine Louise Jørgensen::2360
3645282::Dorte Olofsen::2360
3645283::Kasper Olofsen::2360
3645284::Emilian Sejersen::2360
3645285::Susanne Funck::2360
3645286::Rosmarie Jørgensen::2360
3645287::Lasse Jacobsen::2360
3645934::Franklin H.D. Ecker::2558
3645935::Rafiki Smith::2558
3645939::Antone Calandra::2558
3645940::Tommy Chappelle::481|519|2558
3645942::James Chirbas::2558
3645957::Vivian Edwards-Ashford::2558
3645958::Damon Frost::2558
3645961::Jean Gates::2558
3645964::Winnie Hammer::2558
3645968::Judith Maltenfort::2558
3645973::Eddie Miller::2558
3645974::George Stoba::2558
3645975::Jacki Wilson::2558
3645998::Natalie Hendrix Tate::1863
3646608::Rachel Fowler::1582
3647039::Phil O'Brien::632
3648589::The Buccaneers::1158
3649529::Patrick Frederic::2504
3649530::James F. Murphy::2504
3649531::Patricia Wible::2504
3649532::Jamie Bonelli::2504|3594
3649534::Stephanie Dale::2504
3649537::Alexis Fleisig::2504
3649540::Johnny Temple::2504
3650320::Joseph Palmer::996
3650611::Tom Quine::3520
3650613::Charlie Reed::3520
3650614::Rosemary Williams::3520
3650615::Tonia Van Deter::3520
3650624::Bruce Baker::3520
3650625::Kerry Berry::3520
3650627::Ray Atkinson::3520|3924
3650628::Linda Opie Bent::3520|3924
3650629::Stephanie Nader::3520
3650954::Jim Flaherty::1405
3650966::Karen Phillips::1405
3650969::Dale Reeves::1405
3650971::Mike Ruschak::1405
3650972::Gail Thomas::1405
3651990::Philippe Mangeot::2591
3652140::Aaron Douglas::2241
3652141::William Visteen::2241
3652142::Caitlin Hart::2241
3652143::Stewart Figa::2241
3652144::Paula Clarendon::2241
3652145::Gita Tanner::2241
3652151::Christopher Brake::2241
3652155::Marty Britton::2241
3652156::Kevin Swerdlow::422|2241
3652157::J. Todd Shaughnessy::2241
3652158::Carole Arterbery::2241
3652160::Nancy Serlin::2241
3652161::Molly Landgraf::2241
3652162::Albert Stevens::2241
3652163::Sue Snyder::2241
3652403::Lou Milione::538
3652406::Kazuko::538
3652408::Michael Stanley Kirby::538
3652410::Miriam Fond::538
3652411::Michele Greco::538
3652412::Susan Tabor::538
3652414::Carolyn Groves::538
3652415::Jeannine Moore::538
3652416::Tim Saunders::538
3653054::Bob Griffin::2710
3653055::Patricia DeCou::2710
3653420::Paothong Thongchua::3155
3654538::Daniel Kaufman::994
3654607::Don Clark Williams::3884
3654774::Carl La Fong::2478
3655593::Bheki Mqadi::3711
3655750::Bennie L. Jenkins::195
3655752::Jamye Price::195
3655754::Brinley Arden Vickers::195
3655755::Kirk Bair::195|3797
3655757::Angela Caito::195
3656977::Marcus Turner::2152
3657544::Owen Williams::3541
3659703::Sean Vertigo::407
3660442::Squarepusher::2198
3661395::Carolyn Chelby::625
3661405::Aziza Boulabiar::625
3661415::Marianne Catzaras::625
3662060::Judd Jones::191
3662075::Tim Hutchinson::330|706
3662248::Aina Constant::1337
3662351::Barbara Peterson::3194
3662353::Dorian Cusick::3194
3662355::John Marlin::2635|3194|3606
3662729::Val Warren::3922
3662731::Mary Kovacs::3922
3662733::Shelia Stephenson::3922
3662736::Duane King::3922
3662737::Bud Kemp::3922
3662738::Jay Mullin::3922
3662740::Linda Benson::3922|3924
3662741::Nancy Long::3922
3662781::Cheryl Sweeten::3924
3662787::Joi Holmes::3924
3662788::Kerry Kollmar::3924
3662790::Jeri Blender::3924
3662792::Joan Neel::3924
3662794::Patricia O'Reilly::3924
3662795::Marion Kildany::3924
3662798::Stacey Maxwell::3924
3662800::Keva Page::3924
3662801::Leslie Wenner::3924
3663281::Florence Villeminot::2276
3663438::Dan Rollman::2712
3663439::Gavin Parry::2712
3663440::Chris Pare::2712
3663441::Adam Lias::2712
3663442::Christian Clarke::2712
3663443::Kyle Whitcombe::2712
3663446::Karla Ashley::2712
3663447::James Demaria::2712
3663449::Janie Dickens::2712
3664005::Daniel Saltzman::2543
3664052::Dorian Spencer::5|2296
3665076::Richard Ingram::991
3665078::John Kenny::991
3665079::Ronan McCairbre::991
3665090::Claude Clancy::991|1629
3665099::Dave Seymour::991
3665113::Laura Brennan::991
3665114::Jim Isherwood::991
3665211::Derek Partridge::3331
3665510::Don Shula::344
3666259::Ken Kay::2906
3666629::Chiara Stampone::2622
3667026::Sheila Murphy::67
3667301::Ben Kirby::3221
3667308::Harry Van Engel::3221
3667422::Mark Vandermeulen::441
3667425::Jason O. Smith::441
3667428::Catherine Morris::441
3667437::Parker Brooks::441
3667440::Zach Taylor::441
3667441::Jacob Jones::441
3667447::Rick Moser::441
3667448::Priscilla Kinser::441
3667449::Erika Geminder::441
3667453::Katherine Asher::441
3667454::Kathleen Cunningham::441
3667455::Autumn Barr::441
3667456::Doug Taylor::441
3667457::Bob Moser::441
3667458::Rose Barrett::441|1888
3668494::Joey Hamlin::1378
3668495::Loyd Lee Brown::1378
3668866::Bob Bottone::2566
3668893::David O'Brien::2566
3670223::Wes Heywood::2762
3670300::Ralph M. Cardinale::1961
3670491::Joan Valderrama::2257
3670679::Penny Mancuso::2439
3670685::Martha-Marie Kleinhans::2439
3671045::Ngamta Suppapong::1250
3671046::Javanart Punynchoti::1250
3671047::Kannikar Dowklee::1250
3671757::Jacquelyn K. Koch::3258
3671763::Dave Brock::3258
3671764::Lydia Peterkoch::3258
3671765::Kevin Caldwell::3258
3672438::Victor Chelkoff::1295
3673334::Melanie Oettinger::258
3673335::Rebecca Denton::258
3673336::Michael Kelly::258
3673337::Paul Rosner::258
3673338::Tim Wickham::258
3673339::Daniel Bennett::258
3673406::Danette McMahon::24
3673407::Paula Engel::24
3673460::Celina Muehlbauer::2322
3673474::Karen Kohlhaas::3613
3673502::Giovanni Fostini::916
3673509::Stacy Gilchrist::1996
3673510::Meg Weldon::1996
3673511::Catherine Gatz::1996
3674800::Joko Scott::3579
3674801::Sabelo Ngobese::3579
3674803::Zacharia Phali::3579
3674804::Susan Monteregge::3579
3674805::Jessica Perritt::3579
3674863::Nicola Teehan::650
3675273::Andrew Andreas::3654
3675278::Alan Gibbs::2178|3654
3675283::Walter Kightly::3654
3675284::Bob Wright::3654
3675442::Maureen Griffin::1923
3675443::Zack Lee::1923
3675444::Valerie Bruce::1923
3675524::Al Quinn::3884
3675549::Susan Hickman::2625
3675763::David Forrester::2327
3675768::Paul Greeno::2327
3676000::Vanessa Lee Asher::737
3676022::Gil Borgos::737
3676265::Robert Blankshine::3542
3676267::Darlene Cotton::3542
3676276::Lynn Swan::3542
3676277::Joanna Vischer::3542
3676971::Mary Dilts::460
3678268::Telly Pontidis::562
3678269::Scott Coogan::562
3678270::Dimitri Iervolino::562
3678271::Zsanné Pitta::562
3678274::Beverly Hecht::562
3678275::Tommy McCarthy::562
3678468::Gandong Cervantes::794
3679034::Shirleena Manchur::3373
3679035::La Markova::3373
3679037::Hannelore Richter::3373
3679038::Valerie Heckman::3373
3679039::Stephanie Lower::3373
3679043::Bill Cook::3373
3679044::John Kennedy::3373
3679284::Eleanor Glockner::471
3679611::Justin Mercado::1431
3679902::David Meinke::2907
3680086::John J. Burke::2836
3680087::Kyle Pepi::2836
3680088::Ryan Pepi::2836
3680552::Logan McCall::3115
3681465::Dale Shuger::1312
3681468::Nina Wise::1312
3681473::Elizabeth Cava::1312
3681475::Don Gettinger::1312
3681476::Marra Racz::1312
3681478::Ruben Knight::1312
3681480::Russ Gething::1312
3681481::Bailee Bileschi::1312
3681501::Robert Rider::1312
3681502::Jim James::1312|2546
3681503::Evangelina Rodriguez::1312
3681510::Kirstie Tyrone::1312
3681512::Teresa Wierson::1312
3681514::Viktor Manuel::1312
3681516::Tony Pendegrass::1312
3681517::Wade Durbin::1312
3681672::Ulusses Culzea::3518
3681673::Andy Alvarez::3518
3681674::Karen Ross::3518
3681676::Black Encyclopaedia::3518
3681927::Iris Flick::3824
3681968::Jennifer Tolkachev::2333
3681986::Sandy Byrd::606
3681994::Ralph Joseph::606|1273
3681998::Erin Labranche::606
3682000::George Lemore::606
3682002::Monica Monica::606
3682012::Jonathan McIntosh::606
3682993::Jonathan 'Fudge' Leonard::2473
3682994::Bo Mancuso::2473
3684438::Craig Stadler::852
3684441::Lance Barrow::852
3684442::Peter Kostis::852
3684445::Jimmy Roberts::852
3684455::Kevin Wilson::852
3684507::Fredrick Lewis::852
3684513::Steven "Sven" Lewison::852
3684518::Brad Britton::852
3684523::Lee Janzen::852
3685366::Jason Carmichael::1742
3685379::Sarah Alexandra::1027
3685962::Bronwen Murray::8
3686111::Sebastian Dungan::1257
3686581::Ruth Lesko::1171
3687486::Gavin Palone::1853
3687490::Douglas Walker::1853
3687491::Robin Ayers::1853
3687492::Robin Dugger::1853
3687494::Earl Kim Shiroma::1853
3687495::Jesse Rambis::1853
3687496::Christopher Kelley::1853
3687497::Linnell Shapiro::1853
3687499::Grant Shapiro::1853
3687501::Brent Shapiro::1853
3687505::Jeremy Baka::1853
3687613::Frances Slabolepszy::3579
3688180::Barbaree Earl Nielsen::2170
3688429::Darryl Rocky Davis::422
3690318::Cadfan Roberts::3581
3691326::Sheri Hicks::891
3691347::Brad Orchard::1495
3691499::Kumall Grewal::744
3693175::Ray Allison::81
3693176::Scott Holt::81
3693178::Chuck Bacino::81
3693180::Bill Long::81
3693181::Cheree Jaeb::81
3693182::Sarah Levy Arbess::81
3693183::Larissa Michieli::81
3693184::Lynn Applebaum::81
3693185::Taylor Hayle::81
3693186::Nate Ingram::81
3693187::Jacob Bergener::81
3693188::Larry Curry Jr.::81
3693189::Ruthay::81
3693190::Selina Mathews::81
3693807::Yasmine Abdul-Wahid::378
3693993::Eddie Singleton::3304
3694350::Katy Hansz::3514
3694357::Hillary Hickam::3514
3694729::Rohana Razali::225
3694732::Marie Rowe::225
3694734::Darina Chylik::225
3694763::Mary A. Daniels::2888
3695763::Barbara Brent::3549
3695950::Javier Estrada::3389
3695968::Jonathan Kano::3389
3695971::Diana Peterson::3389
3696486::Luis Cortes::794
3696487::Richard Cassity::794
3696488::Leonard Manalansan::794
3696489::Ryan Aristorenas::794
3696490::Jeffrey Suarez::794
3696634::Leonard George::949
3696635::Jay Gerard::2635
3697764::Carrie Loring::1047
3698879::Stephen Demek::528
3698881::Abel Woolridge::528
3698885::Chris Willman::528
3698888::Carl White::361|528
3698890::Tom Kelly::528
3698891::Ken Brett::528
3698893::Reggie Smith::528
3700387::Bill Hamilton::1069
3702381::Joey Miskulin::3142
3702713::Beth Burns::519
3704606::Will Sexton::1633
3705293::Nino Calabrese::1987
3706756::Ernie Fuentes::1194|2050
3706918::Robin Burns::3788
3707818::Shiv Grewal::744
3708158::Alberto de Almar::3554
3708427::Martin Pölcher::3892
3708725::Courtney Woods::2059
3711562::Donald Bernardi::2242
3712026::Cher Cosenza::2574
3712422::Dick Sasso::471
3713059::Phil Knight::1827
3714006::Stewart East::3671
3715050::Melanie Pianka::1096
3715053::Alexander Sirotin::1096
3715056::Jennifer Lawn::1096
3715057::Adrian Kalitka::1096
3715060::Irena Hampel::1096
3715062::Sandra Markota::1096
3715064::Hrvoje Sostaric::1096
3715066::Marko Zec::1096
3715069::Michaela Karacic::1096
3715630::Regina Hooks::3491
3715715::Ernesto D. Borges Jr.::2250
3715912::Gerardo Johnson::451
3715914::Hector Garcia::451
3715925::Jennifer Lawler::550
3715926::Anna Marie O'Donnell::550
3715932::Ginger Orsi::447
3715933::Felicia Robertson::447
3715934::Kenny Twomey::447
3715935::Elaine Mee::447
3715936::Marilyn Blechschmidt::447
3715937::Wilma Bergheim::447
3716206::Manfred Lating::1031
3716207::Milt Larsen::1031
3716208::Chris Marks::1031
3716232::Stephen Burnette::3671
3717099::Maury Hannigan::2170
3717101::Ken Boyd::2170
3717103::Johnathon Bruce::2170
3717106::Charn Gandam::2170
3717107::Brian Cochrane::2170
3717108::Ric Cross::2170
3717111::Thea Nielsen Disney::2170
3717114::Mark Fox::2170
3717116::Christopher L. Gibson::2170
3717117::Calvin Guo::2170
3717119::Ingrid Henningsen::2170
3717120::Derek Hurst::2170
3717121::Maura Nielsen Kaplan::2170
3717122::P.J. Lespance::2170
3717123::Wallace Lueng::2170
3717124::Bev Martin::2170
3717125::Kanlayaporn Neelaphamorn::2170
3717580::Kimelly Anne Warren::2456
3717608::Jimmie Lee Gaines::3610
3717611::Barbara Hemingway::3610
3718291::Granville Hatcher::494
3718347::Julie Wright::494
3718348::Gregg Artz::494
3718352::David Birznieks::494
3718528::Park Young-rok::652
3718643::Rebecca Morse::2275
3719824::Peter Lownds::1955
3720161::Hobert Durham Jr.::3671
3720176::Jay Loft-Lynn::3207
3722014::Edna O'Dell::3494
3722018::General Sterling Price::3494
3722391::Paradise Yamamoto::1537
3723809::Xanthe Cook::2298
3726394::Fred Marlow::3364
3726398::Kerry O'Day::3364|3606
3727232::Antonio Marcolini::3668
3727638::Harry Fischler::111
3727640::Gene Palma::111
3727652::Maria Turner::111
3727653::Robin Utt::111
3727656::Tommy Ardolino::111
3727661::William Donovan::111
3728279::Sam Dodge::3441
3728329::Claudio Jacobellis::3526
3729772::Jeffrey Sanna::1613
3729773::Alejandro Parra::1613
3729774::Caesar Garcia::1613
3729775::Elvis St. Hilaire::1613
3730486::Joyce Kennedy::3383
3730603::Zhang Lu::326
3730857::Hana Delaney::1613
3730859::Bill Gordon::1613
3730860::Andrew Garcia::1613
3730861::T.J. Forster::1613
3730863::Joe Mayesh::1613
3730867::Johnson Hartig::1613
3730868::Todd Becraft::1613
3730869::Nina-Marie Gardner::1613
3730870::Susan Whiteman::1613
3730874::Derek Edmonds::1613
3730992::Bruce Williams::998
3731653::John Gabel::1613
3731654::Martin Avellaneda::1613
3731655::Yolanda Avellaneda::1613
3731781::Barry G. Thomas::3794
3731789::Gino Buccola::3794
3731791::Ruthie Bram::3794
3731792::Giovanni Gieco::3794
3731793::T.J. Wilkins::3794
3731794::Ezra Pugh::3794
3731795::Erin Espinoza::3794
3731796::Megan McCaw::3794
3731797::Vince Duffy::3794
3731799::Josephina J. Rocha::3794
3731800::Jesse Lee Thomas::3794
3731801::Caleb Wilson::3794
3731802::Nathaniel Olderman::3794
3731803::Adam Storms Parker::3794
3731804::Damon Huss::3794
3731850::Sam Sanders::422|3104
3731910::Jan-Michell::2544
3731912::Jonathan Ubrette::2544
3731988::Scott Price::3551
3731992::Jan Shand::1728
3732285::Ryan Toby::3248
3732357::Eric Young::2159
3732510::Brandon Zitin::1754
3732515::Anika Hawkins::1754
3732516::Sheila Bader::1754
3732517::Elleanor Jean Hendley::1754
3732519::Pat Ciarrocchi::1754
3732563::John Thomas::1228
3733215::Flora Hayes::3600
3733230::Brett Golov::1431
3733233::Alexandra Stabler::1431
3733234::Nicolas Stabler::1431
3733235::Lisa C. Boltauzer::1431|1601
3734480::Dave Duff::2804
3734481::Don Geyer::2804
3734483::Kathryn Hayzer::2804
3734488::John Kennedy::2804
3734489::Christine Powrie::2804
3735460::Stan Duke::1010
3735624::Lillian Ritchie::1583
